-999	-999	4	1	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	0	-999	-999	0.0001
5	3	6	2	33.63	1.19E+11	36471766	3255.265445	411431.8707	88.6459426	2.53551E+11	2.64289E+11	2.72192E+11	2.78452E+11	12	179003	0.084840457	0.097124402	0.73240522
-999	1	5	1	15	7188238073	33085	217265.7722	-999	-999	-999	-999	-999	-999	13	271	-999	-999	-999
4	3	5	2	46.02	11955435457	4043258	2956.881667	33621.54385	120.2579518	30662887771	32101220496	33482047410	34639280089	9	67958	0.039081982	0.028648529	0.809281993
5	2	6	2	269.07	14083906357	26969306	522.2198286	593046.2404	45.47589069	38981286238	40514543473	42363944369	44397413699	11	16810	0.096725733	0.076795061	0.154117043
5	4	2	2	380.64	5729248472	530957	10790.41895	614.5265481	864.0098653	8360782008	8929621693	9544767008	10042621984	11	11271	-999	-999	1.736383205
6	4	4	2	35.67	1.26E+12	127575529	9863.072699	1949911.373	65.42632182	2.41884E+12	2.47008E+12	2.52284E+12	2.51916E+12	4	860714	0.442412193	0.343474626	1.946085437
-999	4	2	2	915	221278000	-999	-999	610.9406403	-999	210956018.8	219513754.7	227470585.6	227470585.6	-999	0	-999	-999	-999
4	4	5	2	54.48	12695000000	2077132	6111.792606	24562.83426	84.56401968	31985122234	32331128567	33210582760	34389752355	10	24196	0.030903993	0.015945118	1.587725117
5	2	6	2	132.39	17510141171	19658023	890.737648	1253498.722	15.68252337	39481378378	41620690041	43556296285	45751533619	16	3411	0.272859496	0.294536824	0.216718002
5	1	5	1	15.3	14786156563	493559	29958.23511	400.0278521	1233.811589	18265663108	19447669386	20870115454	21785081410	11	4871	-999	-999	4.070867382
2	3	2	2	80.34	76085852617	54045422	1407.813091	669496.2634	80.72550207	2.37798E+11	2.53029E+11	2.70109E+11	2.7791E+11	8	38502	0.302450271	0.286418692	0.480542781
4	4	5	2	65.91	5494736901	622182	8831.398049	13141.50197	47.34481657	11665181545	12215365676	12835648189	13300402410	8	15892	0.003846928	0.002840868	2.009725362
-999	3	2	2	262.5	13852850259	3225166	4295.236357	1558144.393	2.069876203	33437836058	35222426053	37774864818	39701068597	-999	327	0.05612208	0.04429218	1.132780418
-999	1	2	1	915	1323000000	57213	23124.11515	713.7057204	80.16329191	-999	-999	-999	-999	-999	88	-999	-999	-999
5	2	6	2	98.46	14934159926	30366043	491.8046097	789787.3727	38.44837744	35449309349	36775580596	38036311363	38882192393	16	11190	0.065685894	0.039100657	0.122787972
-999	-999	6	2	-999	7593752450	4525698	1677.918511	1042758.462	4.340121099	21008752479	21743465320	22203397805	23520172729	-999	7621	0.01104556	0.0109015	0.48874112
-999	-999	4	2	-999	64000000	4991	12823.08155	-999	-999	-999	-999	-999	-999	-999	13	-999	-999	-999
-999	3	4	2	400.77	-999	-999	-999	1315.37547	-999	-999	-999	-999	-999	-999	0	-999	-999	0.0001
-999	4	6	2	49.11	14180444557	1269670	11168.60645	1856.929955	683.746846	26086842378	27081834229	28100089010	29097862582	18	419	-999	-999	2.173136094
5	2	6	2	65.37	7666704427	18628749	411.5522962	118444.0759	157.278858	17628557559	18333705241	18914884288	19741320787	16	5861	0.001368065	0.00116148	0.10013886
2	4	2	2	57.12	3.65E+11	31949789	11414.83337	328669.5345	97.20946315	7.83888E+11	8.28897E+11	8.682E+11	9.05795E+11	10	22225	0.1409504	0.079338418	2.650079867
-999	-999	6	2	-999	903000000	-999	-999	482.4699071	-999	-999	-999	-999	-999	-999	0	-999	-999	0.0001
5	4	6	2	175.32	12366527719	2494524	4957.46993	826318.1291	3.018842153	24209407230	24147364352	24316003292	24040235997	7	12367	0.036488815	0.042530214	0.969253161
-999	1	2	1	90.45	2682347064	282757	9486.403747	19250.3659	14.68839613	-999	-999	-999	-999	-999	27	-999	-999	-999
5	2	6	2	121.74	12928145120	23310719	554.6008735	1188189.083	19.61869481	23900151654	25094664230	26852435533	28417553927	20	1212	0.164906859	0.186140851	0.111820666
-999	-999	2	-999	-999	-999	-999	-999	108.2031519	-999	-999	-999	-999	-999	-999	0	-999	-999	0.0001
5	3	6	2	33.12	4.48E+11	200963603	2229.858652	912346.0935	220.2712375	9.8278E+11	9.907E+11	1.00975E+12	1.03205E+12	10	61630	0.480888893	0.504157135	0.499503077
6	3	4	2	110.43	12520915291	6545503	1912.903453	128686.6032	50.86390374	36638024881	38334872386	36820293365	35392214642	-999	5434	-999	-999	0.562162317
